Company Name,Rating,Average Salary,Role
Greenberg Traurig,3.8,$96T -$1L,Data Scientist - Contractor
IDEA Cellular,4.1,11L -12L,Data Scientist
Sabudh Foundation,4.3,9L -10L,Data Scientist
Speridian Technologies,3.7,89T -96T,Data Scientist - Monthly
SolarWinds,3.6,34T -37T,Data Scientist - Monthly Intern
EC Infosolutions,4.4,9L -10L,Data Scientist
Industrial Hub Technologies,,29T -31T,Data Scientist - Monthly
Vistan Nextgen,2.4,38T -42T,Data Scientist - Monthly
Reachh Healthcare Services,5,3L -4L,Data Scientist
Indus OS,4.7,80L -87L,Data Scientist
Danske IT and Support Services,3.8,16L -18L,Data Scientist
Global Green Growth Institute,4.6,19L -21L,Data Scientist
QiO Technologies,3.6,35L -38L,Data Scientist
Student Works,4.3,6L -7L,Data Scientist
OptM Media Solutions,4.8,11L -12L,Data Scientist
Lucidity Consulting Group,3.6,61T -66T,Data Scientist - Monthly Intern
Scrambler Technosys,3.1,6L -7L,Data Scientist
DataToBiz,4.7,8L -8L,Data Scientist
Flip Robo,4.4,6L -6L,Data Scientist
Exdion,4.4,6L -6L,Data Scientist
Navi Technologies,2.8,19L -21L,Data Scientist
Enso Logistics,5,10T -11T,Data Scientist - Monthly Intern
Kawa space,4,10L -10L,Data Scientist
Wipron Technology,3.7,19L -21L,Data Scientist
AdWyze,3.7,31T -34T,Data Scientist - Monthly
Apptio,4.2,15L -16L,Data Scientist
Gaman Software Solutions,4.1,6L -6L,Data Scientist
PTC,4.1,6L -6L,Data Scientist
Skillmap Global,5,62T -67T,Data Scientist - Monthly
Netcore Cloud,3.7,CA$24T -CA$26T,Data Scientist - Monthly Intern
Government Digital Service,3.8,72L -77L,Data Scientist - Contractor
Kissht,4.2,54T -58T,Data Scientist - Monthly Intern
Accurence,3.6,1L -1L,Data Scientist - Monthly
Acies Global,4.5,56T -61T,Data Scientist - Monthly
Helpshift,4.2,67T -73T,Data Scientist - Monthly
Spry Therapies,5,15L -17L,Data Scientist
Himedia Laboratories,3.7,6L -6L,Data Scientist
Ericsson-Worldwide,3.9,225 -244,Data Scientist - Hourly
iFuture Robotics,3.1,7L -8L,Data Scientist
Sigma Mechotronics,3.8,1L -1L,Data Scientist
eattributes,4.2,8L -9L,Data Scientist
Whizhack,5,5L -6L,Data Scientist
Tata Consultancy Services,3.9,£7L -£8L,Data Scientist
Rakuten,3.7,37T -40T,Data Scientist - Monthly Intern
Pontoon Solutions,3.9,7L -7L,Data Scientist
Allianz,4,25T -27T,Data Scientist - Monthly
Qwerty Concepts,4.3,50L -54L,Data Scientist
Revelar Software Solutions,,4L -4L,Data Scientist
SquadStack,3.8,11L -12L,Data Scientist
Aryan Search,4.3,22L -24L,Data Scientist
Neo Media World,4,78T -84T,Data Scientist - Monthly
Mobilewalla,3.6,18L -20L,Data Scientist
Cyborg Intelligence,2,8L -8L,Data Scientist
Yabx,4.3,16L -18L,Data Scientist
On My Own,4.3,10T -10T,Data Scientist - Monthly
e-MSI,,25L -26L,Data Scientist
SEPL,3.8,5L -5L,Data Scientist
Vijaya Bank,3.9,10T -10T,Data Scientist - Monthly
College Internship Program,4.4,15T -16T,Data Scientist - Monthly Intern
Product Compliance Consultancy Services,4.6,3L -3L,Data Scientist
Careerera,4.3,13L -14L,Data Scientist
Sri Chaitanya Educational Institutions,3.9,41T -43T,Data Scientist - Monthly
Techno India Group,3.8,39T -43T,Data Scientist - Monthly
None Such Farm,3.9,19T -21T,Data Scientist - Monthly
HeartWatch,2,58T -62T,Data Scientist - Monthly
Hello Network,4.3,15L -16L,Data Scientist - Intern
Verzeo,3.2,93T -1L,Data Scientist
dss+,3.7,7L -8L,Data Scientist
Fortraiz Infosec,1.9,8L -9L,Data Scientist
Web Minds IT Solution,4.4,8L -9L,Data Scientist
Pitney Bowes,3.5,8L -9L,Data Scientist - Intern
Digitup Solutions,4.4,12L -12L,Data Scientist
Moradabad Institute of Technology,2.9,2L -2L,Data Scientist
Rajesh Motors,4,4L -5L,Data Scientist
SentinelOne,4.7,16L -17L,Data Scientist
DataWatt Solutions,5,4L -5L,Data Scientist
Tatam Digital,4.2,10L -10L,Data Scientist
Samsung Research America,4.1,12L -13L,Data Scientist
Nucleusmind Technologies,3,4L -5L,Data Scientist
Pentation Analytics,3.1,12T -12T,Data Scientist - Monthly Intern
Sabre,3.9,27L -29L,Data Scientist
Cognino,4,6L -7L,Data Scientist
Big Data Science Research,5,7L -8L,Data Scientist
Ramboll,4.1,6L -6L,Data Scientist
Dunn Lumber,3.6,10L -10L,Data Scientist
Intellectyx,4,65T -70T,Data Scientist - Monthly
DataTrained,4.5,10T -11T,Data Scientist - Monthly Intern
Allegion,4.1,14L -15L,Data Scientist
Laqshya Media Pvt.,4.3,7L -8L,Data Scientist
FCS Software Solutions,3.3,13L -15L,Data Scientist
Teaching Personnel,4,57T -62T,Data Scientist - Monthly
SciKit Brain Technovative solutions,5,5L -6L,Data Scientist
RagaAI,,12L -12L,Data Scientist
Newgen Software,3.3,12L -13L,Data Scientist
Salescode.ai,,9L -10L,Data Scientist
Polaris,3.8,32L -34L,Data Scientist
Aita Consulting Services,4.5,12L -13L,Data Scientist
CHU de Bordeaux,3.3,5L -6L,Data Scientist - Intern
Prodotti Poliplastici,3.9,5L -6L,Data Scientist
Sigmoid,4,10L -11L,Data Scientist - Intern
Neeraj Bhagat & Co.,4.2,12L -13L,Data Scientist
Wisteli,4.5,23T -25T,Data Scientist - Monthly
MiQ,3.9,15L -16L,Data Scientist
SGK,3.4,6L -6L,Data Scientist
Fresh Gravity,3.5,1L -1L,Data Scientist - Monthly
Ronak Group,4.7,11L -12L,Data Scientist
GoDutch Marketing,4.2,4L -4L,Data Scientist
Safeducate Institute of Learning,2.8,29L -32L,Data Scientist
"The Associated Students, CSU Fullerton",4.4,8L -9L,Data Scientist
ICL Systems,4.6,15L -16L,Data Scientist
RegExpress,,15T -16T,Data Scientist - Monthly
Visvesvaraya Technological University,4.3,5L -5L,Data Scientist
GGK Tech,3.7,10L -10L,Data Scientist
Imperial College London,4.3,7L -7L,Data Scientist
SBI General Insurance,3.6,6L -7L,Data Scientist
HyperWorks Imaging,5,15L -17L,Data Scientist
Ravinia Music Festival,3.7,4L -5L,Data Scientist
Narendra,4.2,7L -7L,Data Scientist
Xtage Technologies,3.7,11L -11L,Data Scientist
Pexitics,5,12L -13L,Data Scientist
AnywhereWorks,3.9,10L -11L,Data Scientist
Heatrotherm,4,11T -12T,Data Scientist - Monthly
Panera Bread,3.3,10L -11L,Data Scientist
Indian Cyber Security Solutions,3.6,2L -2L,Data Scientist
Vijaya Bank,3.9,12Cr -13Cr,Data Scientist
drivebuddyAI,3.9,11L -12L,Data Scientist
Hionix,2.7,6L -6L,Data Scientist
Pramata,4.4,6L -6L,Data Scientist
Pmj Exim,3,67T -73T,Data Scientist - Monthly
Parexel,4,20L -21L,Data Scientist
IBM,4,5L -5L,Data Scientist
YouCreate Technologies,5,9L -10L,Data Scientist
Rackspace Technology,3.7,19T -21T,Data Scientist - Monthly
AWD,3.5,53 -57,Data Scientist - Hourly
Hexal,3.9,6L -7L,Data Scientist
Athexa Infosolutions,4,4L -4L,Data Scientist
Robertshaw,3.8,3L -3L,Data Scientist
Kirloskar,3.8,24T -26T,Data Scientist - Monthly
edwisor,3.4,5L -5L,Data Scientist
INSOFE,3.9,5L -5L,Data Scientist - Intern
JindalX,4.4,17T -18T,Data Scientist - Monthly
Varco Pruden Buildings,3.1,11L -12L,Data Scientist
Nothing,3.9,12L -13L,Data Scientist
Internshala,3.8,12L -13L,Data Scientist - Intern
Kavyant Technologies,4.9,6L -7L,Data Scientist
XYZ,3.8,98T -1L,Data Scientist
SocialTek AI and ML Business Solutions,4.2,10T -10T,Data Scientist - Monthly Intern
Advenio Tecnosys,2.3,31T -33T,Data Scientist - Monthly
Beno Staffing,2,9L -10L,Data Scientist
Namaste Credit,4,8L -8L,Data Scientist
Eqlizer Softech,,14L -16L,Data Scientist
Harsha,3.8,5L -5L,Data Scientist - Contractor
Reckitt,3.8,22L -24L,Data Scientist
Syniti,4.2,7L -7L,Data Scientist
OpsCruise,5,15L -16L,Data Scientist
Latitude Fintech,3.7,10L -11L,Data Scientist
Adaan,4.3,6L -6L,Data Scientist - Intern
Kohler Co.,3.7,11L -11L,Data Scientist
Centura Technologies,3.5,39T -43T,Data Scientist - Monthly
Mphasis,3.6,5L -5L,Data Scientist - Contractor
Zedd Customer Solutions,3.2,5L -5L,Data Scientist
abv - Iiitm Gwalior,3.8,52T -56T,Data Scientist - Monthly
Mercedes-Benz Research & Development North America,3.6,2L -2L,Data Scientist
Pivosys Technologies,5,9L -10L,Data Scientist
RIMA & RAJ,,4L -4L,Data Scientist - Intern
Ceremorphic,3.8,12L -13L,Data Scientist
Instaminutes,5,19T -21T,Data Scientist - Monthly Intern
Adani Group,3.9,12L -13L,Data Scientist
Ziafa Technologies,4.6,6L -6L,Data Scientist
Promaestro Techsource,4.3,15L -16L,Data Scientist
Baby Brand Saffron,1,1L -1L,Data Scientist - Monthly
Deutsche Bank,3.9,15L -17L,Data Scientist
BlueChip Pro's,2.8,29T -31T,Data Scientist - Monthly Contractor
Cardlytics,3.2,20L -21L,Data Scientist
CSSI Global Technologies,4.6,8L -8L,Data Scientist
Giftiicon,3,8L -9L,Data Scientist
PVR Limited,3.9,5L -5L,Data Scientist - Intern
Pull and Bear,3.3,2L -2L,Data Scientist - Monthly
Kroll,3.7,11L -12L,Data Scientist
2COMS,3.4,22L -24L,Data Scientist
Hasbro,3.7,4L -4L,Data Scientist
Deep Electric,4,8L -8L,Data Scientist
Olam,3.8,7L -8L,Data Scientist
VIT Infotech,3.6,9L -10L,Data Scientist
Allstate India,4.2,99T -1L,Data Scientist - Monthly
Aditya Birla Sun Life Insurance,3.9,14T -16T,Data Scientist - Monthly
Srivenk Soft Solutions,4.3,6L -7L,Data Scientist
myCOL,,16L -18L,Data Scientist
Vserv Digital Services,3.8,20L -22L,Data Scientist
Spikewell,3.2,11L -13L,Data Scientist
Heritage Foods India,3.6,51T -56T,Data Scientist - Monthly Contractor
Cogoport,4.1,11L -12L,Data Scientist
Pavana USA,,6L -6L,Data Scientist
HighRadius,3.7,8L -8L,Data Scientist
Amir Chand Jagdish Kumar (Exports),4,6L -7L,Data Scientist
Infinite Analytics,2.6,25L -27L,Data Scientist
IIT Kharagpur,4.4,2L -2L,Data Scientist
foundit,4,9L -10L,Data Scientist
Reputation,4.1,15L -16L,Data Scientist
RapiPay Fintech,4.2,8L -8L,Data Scientist
Ragle,2.9,8L -8L,Data Scientist
Timble Technologies,4,18T -20T,Data Scientist - Monthly
Vipul,4.3,10L -11L,Data Scientist
Credicxo,3.6,6L -7L,Data Scientist
Synechron,4.3,19L -21L,Data Scientist
Viacom 18,3.7,7L -8L,Data Scientist
Eenadu Television,3.7,16T -18T,Data Scientist - Monthly
DIMTS,2.9,21L -23L,Data Scientist
Mobility Quest,4.2,68T -74T,Data Scientist - Monthly
FarMart,4.6,17L -19L,Data Scientist
Neowave Technologies,5,17T -18T,Data Scientist - Monthly
Capsilon,3,6L -6L,Data Scientist - Contractor
Indian Institute of Technology Bombay,4.6,13T -14T,Data Scientist - Monthly
BidMath,4.1,10L -11L,Data Scientist
Rockstar Games,4.3,$86T -$94T,Data Scientist - Contractor
Mu Sigma,3.5,7L -8L,Data Scientist - Contractor
IITS,4,6L -6L,Data Scientist
XYZ Pvt LTD,3.8,62T -67T,Data Scientist - Monthly Contractor
Vermeer,4.4,4L -4L,Data Scientist
DGK,5,$67T -$73T,Data Scientist
Conga,3.8,12L -13L,Data Scientist
Motifworks,4.4,10L -11L,Data Scientist
Koninklijke Philips,3.9,63T -68T,Data Scientist - Monthly
Venturit,3.3,10T -11T,Data Scientist - Monthly Intern
Blink Digital (India),4.1,4L -5L,Data Scientist
CGI,3.9,4L -5L,Data Scientist
Levi Strauss,3.9,5L -5L,Data Scientist
Cognizant Technology Solutions,3.8,2L -2L,Data Scientist
eTeam,4.2,3L -4L,Data Scientist
NeuralSift,5,5T -5T,Data Scientist - Monthly Intern
Ivy,4.1,20L -22L,Data Scientist
Uthavi Thogai - Indian Scholarship Portal,,5L -5L,Data Scientist
MakroCare,4.1,58L -64L,Data Scientist
HealthifyMe,3.5,6L -6L,Data Scientist
Tamil Nadu Health Systems Project (TNHSP),3.8,11T -12T,Data Scientist - Monthly Intern
Snap,3.9,44L -49L,Data Scientist
Tranzmeo,4.6,2L -2L,Data Scientist
3M,3.8,9L -10L,Data Scientist
Unilever,4.1,34T -37T,Data Scientist - Monthly Intern
Cognizant Microsoft Business Group,3.3,10L -11L,Data Scientist
Amantya Technologies,3.9,74T -80T,Data Scientist - Monthly
P99soft,4.9,4L -4L,Data Scientist
Whole Foods Market,3.5,10T -11T,Data Scientist - Monthly
Perceptive Analytics,3.4,48L -52L,Data Scientist
Shogini Technoarts,4.4,4L -4L,Data Scientist
Nextgen Innovation Labs,4.1,40T -43T,Data Scientist - Monthly
Crowe LLP,3.9,16L -18L,Data Scientist
SCORG  (India),3.9,17L -19L,Data Scientist - Contractor
Robosoft Technologies,4.4,11T -12T,Data Scientist - Monthly Intern
Inforeal Technologies,4.6,46T -50T,Data Scientist - Monthly
Bookmyshow,3.7,30L -32L,Data Scientist
Digit Insurance,3.8,14T -16T,Data Scientist - Monthly
Perpule,3.9,13L -14L,Data Scientist
Impressico Business Solutions,4.6,8L -9L,Data Scientist
entomo,3.8,3L -4L,Data Scientist
Grant Thornton,3.9,10L -10L,Data Scientist
noon,3.8,6L -7L,Data Scientist
Biocon,3.7,5L -5L,Data Scientist
Indian Institute of Information Technology and Management-Kerala,4.1,10T -11T,Data Scientist - Monthly
SelfEmployed.com,4.4,6L -6L,Data Scientist
Ithink Technologies,4.7,3L -3L,Data Scientist
Volo E-Solutions,5,24T -27T,Data Scientist - Monthly
Spottabl,4.2,3L -3L,Data Scientist
Fractal Analytica,5,25L -27L,Data Scientist
KOGO Tech Labs,3.7,6L -7L,Data Scientist
LYNK,2.8,11L -13L,Data Scientist
Technocrat International Gurugram,,2L -2L,Data Scientist - Monthly
GOLDFINCH,2.5,1L -1L,Data Scientist - Monthly
Gokul Refoils & Solvant,3.6,19T -21T,Data Scientist - Monthly
MAN Truck & Bus,3.9,8L -9L,Data Scientist
Practically,3.2,15T -16T,Data Scientist - Monthly Intern
IIT Delhi,4.4,60T -65T,Data Scientist
DigitalMarketer,4.1,21T -23T,Data Scientist - Monthly
Yugasa Software Labs,4.4,6L -6L,Data Scientist
Lentra AI,4.2,14L -16L,Data Scientist
Quantium,4,17L -19L,Data Scientist
EdgeVerve Systems,3.8,12L -12L,Data Scientist
Gitanjali,4.4,2L -2L,Data Scientist
Dentalkart,3.6,45T -48T,Data Scientist - Monthly
F(x) Data Labs,4.8,7T -7T,Data Scientist - Monthly Intern
Rakesh Mehra,3.6,6L -6L,Data Scientist
NICE,4.1,16L -18L,Data Scientist
Rassini,3.7,81T -89T,Data Scientist - Monthly
Shah & Anchor Kutchhi Engineering College,3,45T -49T,Data Scientist - Monthly
InfoLabz,3.1,20T -22T,Data Scientist - Monthly Intern
YDI Solutions,5,4L -4L,Data Scientist
Bird Analytics,5,2L -3L,Data Scientist
Ring,3,9L -9L,Data Scientist
PHFI,4.1,17L -19L,Data Scientist
INDRASOL,5,4L -5L,Data Scientist
Trice ( India),3.4,$40 -$44,Data Scientist - Hourly
The Private Sector Group,4.5,14L -15L,Data Scientist
BigTapp,4.2,13L -15L,Data Scientist
Panchayats Department,4.8,3L -3L,Data Scientist - Contractor
Karvy Analytics,1.8,2L -2L,Data Scientist
Chai Tai,4,3L -3L,Data Scientist
Gibots,3.2,4L -4L,Data Scientist
ATPCO,3.5,21L -23L,Data Scientist
adidas,3.9,98T -1L,Data Scientist - Monthly
Samsung Electronics,3.8,1L -1L,Data Scientist
WaveMaker,4,13L -14L,Data Scientist
Q Management,4.3,1L -1L,Data Scientist
Neal Analytics,3.6,15L -16L,Data Scientist
Arcadix,4.2,6L -7L,Data Scientist
Moneysupermarket Group,3.6,16T -17T,Data Scientist - Monthly
Raksha Health Insurance TPA,3,2L -2L,Data Scientist
Skan Institute,5,10L -10L,Data Scientist
DynPro,3.6,15L -15L,Data Scientist
Indian Institute of Science Education and Research Bhopal,4.1,4L -5L,Data Scientist - Contractor
Ascentrik Research Services,2.1,11T -12T,Data Scientist - Monthly
ZestIOT,4.3,47T -51T,Data Scientist - Monthly
Aureus Analytics,4.5,11L -12L,Data Scientist
Dhwani Rural Information Systems,4.2,5L -5L,Data Scientist
Nucleus Software Exports,3.7,3L -3L,Data Scientist
Loubac Top Environmental,4.4,12L -13L,Data Scientist
Rapt Technologies,,13L -15L,Data Scientist
Dexlock,3.6,32T -34T,Data Scientist - Monthly
BANK,3.8,97T -1L,Data Scientist - Monthly
RAJA Group,3.8,20L -22L,Data Scientist
BlueBanyan,2.4,6T -6T,Data Scientist - Monthly Intern
MapmyIndia,3.7,10L -10L,Data Scientist
Anand Engineering Products,3.6,9T -9T,Data Scientist - Monthly
TIBCO Software,3.8,11L -11L,Data Scientist
Vikash Group Of Institutions,2.7,10L -11L,Data Scientist
Hyperthink Systems,3.9,10L -11L,Data Scientist
TBM Technologies Pvt,4,5L -5L,Data Scientist
Mastercard,4.3,$96T -$1L,Data Scientist
Nykaa,3.3,29L -31L,Data Scientist
Green agrevolution,4.3,22L -24L,Data Scientist
Future Generali,3.8,6L -7L,Data Scientist
Achala Solutions,4.1,16L -17L,Data Scientist
Spotflock Technologies,4.3,5L -6L,Data Scientist
Dataquarter Technologies,4.3,9L -9L,Data Scientist
Smith & Sovik,3.9,10L -11L,Data Scientist
CRE Matrix,4.3,13L -15L,Data Scientist
Ethan Allen,3.3,39T -42T,Data Scientist - Monthly
Altimetrik,4.1,46T -49T,Data Scientist - Monthly
Umitas Technologies,4.4,6L -6L,Data Scientist
Monge & Associates,4.6,2L -2L,Data Scientist
We Are Novella,,8L -9L,Data Scientist
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
